Id,Name,Country,Employees,Ownership,Revenue,Industry
4217,Hampton and Sons,Hongkong,,Public,998444,Information Technology
4218,Chapman Group,Singapore,295,Private,306668,Information Technology
4219,Powell-Jenkins,Hongkong,,Private,411316,Financials
4220,Kelly-Thomas,Hongkong,8367,Private,,Healthcare
4221,"Rodriguez, Olson and Baker",Malaysia,1073,Public,24646014,Healthcare
4222,"Ross, Hughes and Mcdonald",Thailand,8292,Public,17882017,Healthcare
4223,Hill-Williams,Singapore,330,Private,298121,Education
4224,Brown-Anderson,Singapore,53,Private,924085,Education
4225,Perez Ltd,Thailand,,Public,387674,Financials
4226,Rice Inc,Malaysia,,Private,613770,Construction
4227,Heath-Wilson,Hongkong,3597,Private,,Information Technology
4228,"Adams, Harris and Lee",Hongkong,1790,Public,84604728,Oil & Gas
4229,Smith LLC,Hongkong,5232,Public,59715057,Construction
4230,Gregory Ltd,Malaysia,,Public,849376,Construction
4231,Wade Inc,Malaysia,8752,Public,46207488,Financials
4232,Johnson-Heath,Malaysia,398,Public,,Healthcare
4233,Juarez Group,Singapore,,Public,401144,Construction
4234,Reyes LLC,Thailand,365,Private,621930,Financials
4235,Miller LLC,Thailand,,Public,638329,Healthcare
4236,"Buchanan, Weaver and Robertson",Singapore,,Public,408967,Oil & Gas
4237,Murillo and Sons,Thailand,7175,Public,40622905,Oil & Gas
4238,"Wright, Lynn and Ford",Malaysia,4810,Public,78585423,Information Technology
4239,"Lee, Hess and Cochran",Malaysia,3479,Public,72598073,Education
4240,Rodgers and Sons,Hongkong,,Private,640367,Information Technology
4241,Hudson Group,Hongkong,,Public,146944,Information Technology
4242,"Carter, Hamilton and Reynolds",Malaysia,3006,Private,,Construction
4243,Zamora-Ball,Hongkong,6832,Public,97108157,Financials
4244,White and Sons,Singapore,145,Private,612364,Construction
4245,Boyer-Taylor,Malaysia,4242,Private,,Healthcare
4246,Sullivan-Williamson,Singapore,413,Private,630192,Financials
4247,"Mills, Vasquez and Ramirez",Malaysia,489,Private,673644,Construction
4248,Robertson-Gould,Hongkong,1353,Private,,Oil & Gas
4249,King-Butler,Hongkong,2780,Public,70851569,Healthcare
4250,"Lynch, Harrell and Nunez",Singapore,492,Private,226502,Oil & Gas
4251,"Garza, Miller and Diaz",Malaysia,7518,Public,25935841,Oil & Gas
4252,"Randolph, Lin and Davis",Singapore,8639,Private,,Information Technology
4253,Lane-Lewis,Singapore,1889,Public,56952960,Education
4254,"Adams, Thomas and Wright",Malaysia,,Public,232714,Information Technology
4255,Kelly and Sons,Malaysia,,Private,680203,Construction
4256,"Roach, Mckinney and Dennis",Hongkong,8158,Public,35862975,Education
4257,Ford Ltd,Singapore,4710,Private,,Education
4258,"Mcdonald, Moore and Hunt",Singapore,160,Private,298514,Healthcare
4259,Roberts and Sons,Malaysia,6208,Public,88214237,Education
4260,Maynard Inc,Malaysia,314,Private,594076,Healthcare
4261,Colon-Bell,Singapore,2371,Public,68460024,Construction
4262,Hall-Ponce,Thailand,3548,Private,,Financials
4263,Cobb and Sons,Malaysia,174,Private,862270,Healthcare
4264,Martin Ltd,Singapore,8242,Private,,Oil & Gas
4265,Ayala LLC,Hongkong,329,Private,900548,Financials
4266,"Price, Clark and Mcfarland",Thailand,7888,Private,,Oil & Gas
4267,Marks LLC,Thailand,179,Public,,Financials
4268,Randall-Gonzalez,Thailand,400,Private,742713,Construction
4269,Hall Group,Singapore,5957,Public,72308658,Healthcare
4270,Edwards-Nguyen,Thailand,303,Private,207595,Financials
4271,Wilson-Rich,Thailand,4770,Public,80497278,Financials
4272,Brown-Hall,Malaysia,378,Private,162431,Healthcare
4273,Alvarado-Sanchez,Malaysia,8325,Public,,Information Technology
4274,Hancock-Watson,Malaysia,1755,Public,,Education
4275,"Moreno, Goodman and Bell",Singapore,392,Private,161966,Oil & Gas
4276,Gordon-Reynolds,Singapore,,Private,548791,Construction
4277,"Williams, Miller and Williams",Malaysia,5424,Public,82556793,Healthcare
4278,"Walker, Miller and Diaz",Hongkong,186,Private,424538,Healthcare
4279,"Wong, Krause and Long",Thailand,118,Private,430149,Financials
4280,Walker-Jones,Hongkong,7979,Private,,Information Technology
4281,"Morris, Williams and Ward",Thailand,,Public,628267,Financials
4282,Matthews-Klein,Singapore,294,Private,751981,Healthcare
4283,Gonzalez PLC,Hongkong,,Public,636054,Financials
4284,Tyler Inc,Hongkong,8022,Public,,Construction
4285,Martin and Sons,Thailand,434,Private,895600,Education
4286,Stewart Group,Thailand,5870,Public,,Healthcare
4287,"Rodriguez, Collins and Palmer",Malaysia,8354,Public,42406362,Oil & Gas
4288,"Thornton, Bishop and White",Thailand,7935,Public,,Information Technology
4289,"Wells, Shepard and Murray",Singapore,137,Private,555809,Oil & Gas
4290,Spencer PLC,Thailand,245,Private,997352,Financials
4291,Mccall-Smith,Singapore,329,Private,531777,Financials
4292,Wells-Wilson,Thailand,147,Private,778449,Construction
4293,"Graham, Gardner and Gates",Thailand,,Private,790184,Oil & Gas
4294,"Davis, Phillips and Moore",Thailand,,Private,973076,Information Technology
4295,"Lewis, Logan and Brown",Malaysia,1630,Public,62246438,Construction
4296,Johnson-Hudson,Malaysia,9516,Public,39744019,Oil & Gas
4297,Nelson-Barnes,Hongkong,,Public,253525,Education
4298,"Cummings, Craig and Hill",Thailand,8610,Public,99549491,Information Technology
4299,Gray Group,Malaysia,9152,Public,,Financials
4300,"Trevino, Olson and Frazier",Hongkong,,Private,969468,Financials
4301,Murphy Group,Thailand,1542,Public,64027207,Healthcare
4302,"Taylor, Mora and Gallegos",Malaysia,453,Private,764467,Construction
4303,"Hall, Smith and Mcbride",Singapore,,Private,375298,Information Technology
4304,Rodriguez-Weaver,Malaysia,6979,Private,,Healthcare
4305,Mcfarland LLC,Malaysia,,Public,534486,Information Technology
4306,Brown Group,Singapore,,Public,556760,Financials
4307,"Krueger, Garza and Holland",Thailand,4295,Public,60757303,Healthcare
4308,Stewart-Thompson,Malaysia,4230,Public,,Construction
4309,Smith Group,Hongkong,,Private,685759,Information Technology
4310,Martinez-Barnes,Singapore,2965,Private,,Oil & Gas
4311,Parker Ltd,Malaysia,8611,Public,76628334,Healthcare
4312,"Moore, Hernandez and Cook",Malaysia,,Private,931063,Construction
4313,Stewart LLC,Malaysia,78,Private,771979,Healthcare
4314,Massey Ltd,Hongkong,4407,Public,29036469,Construction
4315,Smith-Mckinney,Hongkong,358,Private,557918,Healthcare
4316,Solis-Ramos,Malaysia,,Public,121284,Information Technology
4317,Rodriguez Group,Thailand,,Private,958848,Healthcare
4318,Ramirez and Sons,Singapore,214,Private,974146,Financials
4319,Cole LLC,Thailand,105,Private,426332,Construction
4320,Bailey Group,Thailand,7343,Public,,Oil & Gas
4321,Jordan-Myers,Malaysia,9301,Public,21594253,Construction
4322,"Archer, Carter and Day",Malaysia,,Private,700570,Construction
4323,"Barnes, Hill and Rogers",Malaysia,4235,Public,,Information Technology
4324,Hamilton-Miller,Hongkong,,Private,953551,Healthcare
4325,Ruiz-Robles,Singapore,1657,Public,75775813,Financials
4326,Carter-Washington,Malaysia,6269,Public,43294475,Healthcare
4327,Davis Ltd,Malaysia,,Private,671675,Financials
4328,"Rodriguez, Williamson and Carlson",Malaysia,368,Private,464858,Construction
4329,Hall Ltd,Thailand,4219,Private,,Financials
4330,Abbott-Ortega,Malaysia,54,Private,714321,Information Technology
4331,"Kramer, Cole and Branch",Hongkong,5998,Public,90625804,Oil & Gas
4332,"Lynn, Wolf and Nichols",Hongkong,7740,Private,,Construction
4333,"Jenkins, Key and Jenkins",Singapore,3016,Public,,Information Technology
4334,Smith-Tran,Singapore,,Public,411489,Construction
4335,"Harris, Fletcher and Turner",Hongkong,4761,Public,88181709,Financials
4336,Taylor-Barrett,Singapore,93,Private,334569,Healthcare
4337,"Walker, Perry and Howell",Thailand,,Public,957487,Oil & Gas
4338,"Bennett, Smith and Lambert",Hongkong,1018,Private,,Healthcare
4339,Miller-Ball,Hongkong,1527,Public,,Construction
4340,"Pollard, Patterson and Valentine",Thailand,396,Private,316011,Oil & Gas
4341,"Martin, Bryant and Stewart",Malaysia,264,Private,566799,Healthcare
4342,Edwards Group,Thailand,4336,Public,,Education
4343,Vega-Lewis,Singapore,8181,Public,41459592,Healthcare
4344,"Diaz, Burns and Evans",Thailand,3489,Private,,Construction
4345,Williams and Sons,Malaysia,9111,Public,19345597,Financials
4346,Leach-Dean,Hongkong,3882,Public,20000050,Information Technology
4347,Andrews Group,Malaysia,,Public,336153,Oil & Gas
4348,Skinner-Giles,Singapore,1972,Public,17357733,Healthcare
4349,Dickerson-Henry,Singapore,2805,Public,29791516,Oil & Gas
4350,"King, Lopez and Schneider",Hongkong,,Public,849755,Oil & Gas
4351,"Morales, Martinez and Smith",Thailand,3815,Public,41386280,Oil & Gas
4352,"Nolan, Pittman and Love",Malaysia,9489,Public,61666172,Information Technology
4353,Wilkins-Jones,Hongkong,287,Private,935405,Oil & Gas
4354,Ellis-Ross,Singapore,6864,Public,,Information Technology
4355,"Davis, Morales and Schroeder",Singapore,392,Private,933457,Healthcare
4356,Shaw LLC,Hongkong,2982,Public,,Oil & Gas
4357,Kelly-Meyers,Hongkong,149,Private,127823,Healthcare
4358,Campbell-Davis,Malaysia,7541,Private,,Construction
4359,Wilcox-Allen,Hongkong,,Public,381086,Education
4360,Morris Group,Thailand,,Private,505501,Information Technology
4361,"Pugh, Maddox and Reid",Malaysia,7293,Public,,Information Technology
4362,"Arroyo, Griffin and Elliott",Malaysia,2767,Public,42888644,Healthcare
4363,Blake-Schneider,Malaysia,1673,Public,81238761,Healthcare
4364,Stanley-Miller,Singapore,2318,Public,42070379,Financials
4365,"Moss, Hughes and Francis",Hongkong,2553,Public,95809118,Oil & Gas
4366,Dorsey Group,Malaysia,5385,Private,,Oil & Gas
4367,"Padilla, Juarez and Conway",Thailand,849,Private,,Oil & Gas
4368,Smith-Phillips,Singapore,,Public,478241,Construction
4369,Morris-Flowers,Hongkong,328,Private,268302,Financials
4370,"Morales, Robinson and Garcia",Thailand,312,Private,362780,Information Technology
4371,"Mann, Thomas and Farrell",Malaysia,9071,Public,21971026,Financials
4372,"Reyes, Peterson and Obrien",Malaysia,259,Private,984722,Oil & Gas
4373,Lucas and Sons,Malaysia,3453,Public,31852433,Information Technology
4374,Cole-Taylor,Thailand,,Private,226001,Education
4375,Walker and Sons,Malaysia,9884,Public,89189759,Education
4376,Carter and Sons,Hongkong,471,Private,189858,Education
4377,Ortega Inc,Singapore,1892,Public,,Construction
4378,Pearson Group,Thailand,8830,Public,,Financials
4379,"Ross, Morrow and Woods",Hongkong,1760,Private,,Information Technology
4380,Hall-Turner,Hongkong,5766,Public,,Healthcare
4381,Harper Ltd,Thailand,,Public,379351,Healthcare
4382,"Avila, Roberts and Watson",Malaysia,318,Private,597266,Information Technology
4383,Fitzpatrick Group,Hongkong,,Public,802155,Healthcare
4384,"Stevens, Allen and West",Hongkong,5682,Private,,Construction
4385,Collins PLC,Singapore,6380,Private,,Information Technology
4386,Hayes-Sanders,Malaysia,,Public,780029,Information Technology
4387,Williams-Brown,Singapore,3356,Public,26477747,Information Technology
4388,"Kelly, Stewart and Thompson",Singapore,2425,Public,,Education
4389,Collins Group,Malaysia,5250,Private,,Oil & Gas
4390,"Berger, Morris and Cobb",Singapore,,Private,619963,Oil & Gas
4391,Compton PLC,Thailand,,Public,405232,Education
4392,Miller-Valdez,Thailand,4523,Public,,Information Technology
4393,Lambert-Nielsen,Thailand,85,Private,711231,Healthcare
4394,Harvey LLC,Malaysia,8889,Public,11046538,Financials
4395,Reed-Morris,Hongkong,386,Private,942492,Information Technology
4396,Norton-Tucker,Singapore,,Public,800040,Oil & Gas
4397,Nielsen-Murray,Thailand,2500,Public,,Construction
4398,Wilson and Sons,Malaysia,4216,Private,,Information Technology
4399,Callahan Ltd,Singapore,411,Private,,Financials
4400,Hall Group,Thailand,8545,Public,12098241,Healthcare
4401,Gentry LLC,Hongkong,,Public,606628,Healthcare
4402,Lopez Inc,Hongkong,8674,Public,,Information Technology
4403,Williams-Larsen,Thailand,5790,Private,,Construction
4404,"Ortega, Bailey and Adams",Malaysia,,Public,304472,Education
4405,Graham and Sons,Malaysia,,Public,850752,Education
4406,Juarez-Powell,Malaysia,6355,Public,47621566,Construction
4407,Torres PLC,Malaysia,6814,Public,,Financials
4408,Harper Inc,Malaysia,2131,Public,,Financials
4409,Moyer-Thompson,Hongkong,212,Private,334534,Financials
4410,Coleman-Simmons,Hongkong,5343,Public,40042622,Construction
4411,"Brady, Thompson and Hood",Hongkong,,Public,748589,Oil & Gas
4412,Lloyd-Tran,Singapore,,Public,604745,Construction
4413,Mullen-Beasley,Malaysia,5846,Public,51686924,Construction
4414,Smith-Strickland,Malaysia,,Private,492518,Information Technology
4415,Woodard Ltd,Malaysia,4040,Public,31940815,Education
4416,Walters Inc,Malaysia,9186,Private,,Construction
4417,Scott Group,Singapore,341,Private,851205,Oil & Gas
4418,Marquez Group,Malaysia,7455,Public,,Information Technology
4419,Burns-Rowe,Singapore,5794,Public,,Healthcare
4420,Nolan Ltd,Thailand,7723,Public,,Healthcare
4421,Pope and Sons,Thailand,4472,Private,,Information Technology
4422,Bell-Rhodes,Singapore,,Private,584465,Information Technology
4423,Nixon-Aguirre,Singapore,,Public,365023,Education
4424,"Campbell, Cardenas and Nelson",Singapore,4314,Private,,Construction
4425,Stanley-Jacobs,Hongkong,228,Private,598712,Education
4426,Walker Group,Thailand,,Private,274692,Financials
4427,Roman-Jones,Hongkong,6082,Public,50251441,Information Technology
4428,"Jennings, Carroll and Miles",Malaysia,101,Private,951687,Information Technology
4429,Parks-Morse,Thailand,4358,Public,,Information Technology
4430,Mueller-Lee,Singapore,3285,Public,68037492,Information Technology
4431,Smith-Rocha,Thailand,774,Public,,Construction
4432,"White, Brewer and Martinez",Hongkong,4120,Public,49439679,Healthcare
4433,Mckee-Campbell,Thailand,1422,Private,,Healthcare
4434,Green PLC,Hongkong,3738,Public,12446041,Financials
4435,Montgomery Inc,Thailand,394,Private,545022,Construction
4436,Lee and Sons,Hongkong,1975,Public,93793237,Oil & Gas
4437,"Lewis, Woodard and Acosta",Hongkong,335,Private,610336,Healthcare
4438,Brown-Smith,Thailand,328,Private,916230,Information Technology
4439,Brown Ltd,Malaysia,192,Private,760668,Education
4440,"Adams, Berry and Chan",Singapore,285,Private,444750,Construction
4441,"Ryan, Green and Sims",Thailand,,Public,302268,Information Technology
4442,Moore PLC,Thailand,9377,Private,,Financials
4443,"Russell, Taylor and Hughes",Thailand,205,Private,718610,Education
4444,Martinez and Sons,Singapore,9416,Public,,Education
4445,Duncan-Durham,Thailand,1266,Public,57007229,Healthcare
4446,"Mason, Sullivan and Gentry",Hongkong,1028,Public,35741930,Financials
4447,Holmes-Thompson,Singapore,61,Private,341904,Financials
4448,Smith PLC,Hongkong,1722,Public,88074421,Education
4449,"Hester, Ford and Owens",Hongkong,8068,Public,45302825,Financials
4450,Camacho-Mitchell,Hongkong,70,Private,206083,Construction
4451,Jacobs Inc,Thailand,302,Private,516739,Financials
4452,Richardson PLC,Singapore,414,Private,288396,Information Technology
4453,Carlson PLC,Malaysia,9666,Public,61579007,Information Technology
4454,Petty Inc,Hongkong,2256,Public,,Healthcare
4455,"Rodriguez, Wright and Garcia",Thailand,5068,Public,15498554,Information Technology
4456,Jackson and Sons,Singapore,3961,Public,,Information Technology
4457,Erickson and Sons,Hongkong,5158,Public,12235595,Oil & Gas
4458,Poole PLC,Malaysia,437,Private,450436,Healthcare
4459,Hunter and Sons,Thailand,259,Private,914542,Education
4460,Joseph-Wagner,Thailand,,Public,572776,Financials
4461,"Carson, Williams and Reed",Singapore,,Private,917185,Healthcare
4462,"Hernandez, Carter and Reed",Malaysia,,Public,213689,Financials
4463,Martin PLC,Singapore,1771,Public,20398456,Healthcare
4464,Rice Ltd,Hongkong,6454,Public,34327443,Oil & Gas
4465,"Bush, Ramos and Johnson",Hongkong,364,Private,889371,Education
4466,"Hill, Taylor and Baker",Singapore,5658,Public,86885467,Financials
4467,Perry Ltd,Thailand,329,Private,517379,Education
4468,Mcpherson Inc,Hongkong,,Private,777630,Oil & Gas
4469,Smith-Hughes,Thailand,326,Private,286348,Healthcare
4470,"Davis, Jackson and Keller",Singapore,122,Private,126412,Healthcare
4471,Yoder-Mathis,Singapore,,Public,402418,Information Technology
4472,Knox-Bishop,Singapore,9702,Public,,Healthcare
4473,Morrison-Lin,Hongkong,5170,Public,70718289,Oil & Gas
4474,"Gallegos, Daniels and Rodriguez",Singapore,,Public,722446,Oil & Gas
4475,"Matthews, Waller and Gonzalez",Singapore,490,Private,631024,Education
4476,"Taylor, Griffin and Williams",Malaysia,7039,Public,69064967,Financials
4477,Morris Ltd,Hongkong,8915,Public,71853625,Financials
4478,Ruiz Inc,Thailand,389,Private,647260,Education
4479,Harmon and Sons,Thailand,8673,Public,38058366,Information Technology
4480,Villarreal-Crosby,Singapore,6555,Public,67914781,Construction
4481,Green-Baker,Singapore,1384,Public,51061298,Financials
4482,"Todd, Reeves and Martinez",Malaysia,7645,Public,,Information Technology
4483,"Fuller, Copeland and Rodriguez",Hongkong,,Private,800699,Construction
4484,Garcia-Scott,Hongkong,4761,Private,,Construction
4485,Brown-Harris,Singapore,163,Private,394464,Oil & Gas
4486,Johnson-Gardner,Hongkong,8368,Public,,Education
4487,"Medina, Weaver and Camacho",Singapore,1368,Public,,Information Technology
4488,Perez PLC,Hongkong,5935,Public,27226622,Oil & Gas
4489,"Fleming, Stewart and Webb",Thailand,,Private,483260,Financials
4490,"Braun, Weaver and Wade",Thailand,,Public,393010,Education
4491,"Davis, Peterson and Sexton",Malaysia,3286,Public,13323469,Healthcare
4492,Thomas Ltd,Singapore,3795,Public,,Healthcare
4493,Thomas Ltd,Thailand,358,Private,851335,Construction
4494,"Mcclure, Williams and Hardy",Singapore,3085,Public,39506268,Information Technology
4495,Kelly PLC,Malaysia,312,Private,270542,Financials
4496,"Armstrong, Jones and Freeman",Hongkong,345,Private,827055,Oil & Gas
4497,Norman Group,Singapore,5563,Private,,Education
4498,White LLC,Hongkong,6497,Public,75856679,Healthcare
4499,Lawrence-Robinson,Singapore,9610,Private,,Information Technology
4500,"Thomas, Dodson and Griffith",Thailand,103,Private,246236,Healthcare
4501,Durham LLC,Thailand,196,Private,959305,Construction
4502,"Wilson, West and Pratt",Hongkong,346,Private,594668,Financials
